Name	Length	CAI	%G+C	%G+C(1)	%G+C(2)	%G+C(3)	Nc
b1466	696	0.726	56.3	67.7	36.2	65.1	43.8
b1467	1545	0.759	54.3	57.7	41.4	63.9	40.6
b1468	3741	0.75	55	57.9	44	63.2	42.5
b1469	1389	0.669	49	51.6	43.4	51.8	52.5
b1471	957	0.634	32.2	38.2	27.6	30.7	46.7
b1472	291	0.684	41.9	55.7	33	37.1	43
b1473	882	0.653	49.7	50.7	44.9	53.4	52.4
b1474	3048	0.756	54.2	56.4	43.1	63	41
b1475	885	0.738	55	58	41.7	65.4	42.6
b1476	654	0.765	49.7	48.2	33.5	67.4	37.9
b1477	285	0.673	51.2	57.9	44.2	51.6	49.2
b1478	1011	0.741	52.4	63.5	42.1	51.6	42.9
b1479	1698	0.763	52	58.5	37.6	59.9	43.1
b1480	138	0.701	44.2	52.2	39.1	41.3	38.9
b1481	216	0.627	45.4	59.7	31.9	44.4	60.1
b1482	432	0.738	50	55.6	43.8	50.7	46.8
b1483	927	0.675	54.6	62.8	42.4	58.6	53.7
b1484	987	0.679	54.1	64.7	42.6	55	49.8
b1485	897	0.677	53.1	59.2	45.8	54.2	45.1
b1486	1023	0.688	54.9	63.6	41.6	59.5	53.2
b1487	1551	0.713	50.4	55.9	38.5	56.7	49.2
b1488	582	0.682	52.9	59.8	41.8	57.2	56.4
b1489	2400	0.732	50.2	58.8	36.4	55.5	47
b1490	1383	0.715	44.4	53.4	34.3	45.6	46.9
b4746	42	0.742	45.2	57.1	35.7	42.9	20
b1491	1320	0.657	52.3	55.9	45.7	55.5	55.6
b1492	1536	0.696	48.1	52.5	39.5	52.3	51.5
b1493	1401	0.765	53.3	59.5	40	60.4	41.7
b1494	2796	0.694	46.6	55.7	38	46.2	49.9
b1495	2373	0.744	46	46.9	40.6	50.4	50.9
b1496	1686	0.668	43.7	49.5	35.1	46.4	52.7
b4747	123	0.579	38.2	41.5	34.1	39	39.2
b1497	1158	0.703	38.7	45.1	32.4	38.6	52.2
b1498	1683	0.659	44.1	52.9	37.4	41.9	53.9
b1499	762	0.675	39.5	43.7	35	39.8	58.7
b1500	198	0.716	37.4	39.4	33.3	39.4	54.1
b1501	2280	0.66	50.3	58.3	43	49.6	54.9
b1502	915	0.616	44.7	49.8	44.3	40	50.3
b1503	504	0.637	44.8	49.4	42.9	42.3	61
b1504	531	0.661	44.8	46.9	42.9	44.6	61
b1505	1149	0.651	44.6	48.3	43.1	42.3	52
b1507	1323	0.673	48.1	52.6	40.8	50.8	54.8
b1508	267	0.699	44.6	41.6	36	56.2	52.7
b1511	1593	0.688	52.2	60.1	45.8	50.8	51.7
b1512	954	0.688	50.7	59.4	42.1	50.6	53.8
b1513	1536	0.716	53.3	60.9	41.4	57.6	46.3
b1514	1029	0.704	53.7	58.6	44.6	58	49.2
b1515	993	0.673	53.3	58.9	43.8	57.1	46
b1516	1023	0.729	49.7	56.6	39.3	53.1	49
b1517	876	0.754	49.7	59.2	40.1	49.7	44.2
b1518	291	0.804	46.4	56.7	27.8	54.6	48.2
b1519	759	0.688	53.9	64.8	40.3	56.5	54.6
b1520	915	0.694	48	54.8	37.4	51.8	56.3
b1521	1452	0.764	52	63.8	37	55.2	41.9
b1522	948	0.687	50.4	56.3	40.8	54.1	50.2
b1523	360	0.717	52.8	62.5	44.2	51.7	46.5
b1524	927	0.69	52	61.8	41.1	53.1	47.2
b1525	1389	0.713	53.1	63.7	45.4	50.1	45.8
b1526	882	0.688	53.5	62.9	46.6	51	49.1
b1527	1116	0.656	39.8	47.6	32.3	39.5	57
b1528	1191	0.688	51.3	51.6	43.1	59.2	49.8
b1529	666	0.737	51.1	53.6	41.4	58.1	47.1
b1530	435	0.741	49.4	57.9	34.5	55.9	45.1
b1531	384	0.723	45.8	46.1	35.9	55.5	49
b1532	219	0.626	50.2	61.6	43.8	45.2	49.1
b1533	900	0.675	49.8	54	39.7	55.7	48.5
b1534	1188	0.7	49.8	48	43.9	57.6	49.7
b4599	96	0.754	38.5	43.8	28.1	43.8	36.6
b1535	891	0.688	44.9	54.5	34.7	45.5	54.2
b1536	393	0.706	47.6	61.1	38.2	43.5	53.6
b1537	519	0.693	49.3	57.2	45.1	45.7	60.9
b1538	2046	0.703	50	62.5	39	48.4	46.4
b1539	747	0.749	50.6	59.8	41.4	50.6	40.5
b1540	687	0.77	50.1	62	34.9	53.3	42.3
b1541	204	0.713	52	57.4	45.6	52.9	40.4
b1542	1461	0.708	49.5	61.2	38.6	48.7	51.8
b1543	1284	0.713	47	47.7	43.9	49.3	45.9
b4748	114	0.511	34.2	31.6	28.9	42.1	61
b1544	234	0.617	35.5	44.9	29.5	32.1	40.1
b1545	591	0.623	44.8	54.3	43.7	36.5	51.3
b1546	576	0.687	48.3	58.9	41.1	44.8	43
b1547	963	0.663	52.6	52.3	56.4	49.2	57.1
b1548	570	0.665	53.7	64.2	40.5	56.3	52.6
b4533	234	0.676	44.4	41	46.2	46.2	40.3
b1549	411	0.681	31.6	38	25.5	31.4	54.7
b1550	174	0.699	29.9	34.5	27.6	27.6	32.4
b1551	156	0.63	43.6	59.6	42.3	28.8	57.9
b4749	66	0.425	43.9	50	40.9	40.9	20
b4724	189	0.775	33.9	28.6	41.3	31.7	40.5
b1552	213	0.735	40.4	49.3	35.2	36.6	43.6
b1553	498	0.614	45.8	59	41	37.3	51.7
b4689	255	0.65	49.4	45.9	40	62.4	42.6
b1554	534	0.698	50.6	54.5	47.2	50	50.4
b1555	312	0.69	43.6	62.5	27.9	40.4	41.4
b1556	216	0.673	46.3	50	44.4	44.4	49.3
b1557	216	0.694	35.2	44.4	37.5	23.6	33.2
b1558	213	0.664	48.4	56.3	46.5	42.3	47.6
b4750	90	0.527	37.8	36.7	33.3	43.3	61
b1559	753	0.677	47.9	53.8	43	47	54.7
b1560	1050	0.657	52.2	62.6	42.3	51.7	51
b1561	252	0.645	40.5	50	34.5	36.9	59.8
b1562	156	0.546	51.9	53.8	34.6	67.3	57.7
b1563	288	0.603	46.9	58.3	32.3	50	61
b1564	240	0.617	47.1	66.2	33.8	41.2	46.7
b1565	306	0.626	46.1	48	43.1	47.1	61
b1566	333	0.668	42.9	48.6	34.2	45.9	61
b1567	150	0.629	43.3	56	38	36	41.4
b1568	291	0.57	50.5	57.7	45.4	48.5	61
b1569	231	0.595	46.8	57.1	42.9	40.3	45.3
b1570	408	0.583	43.6	55.1	37.5	38.2	57.7
b1571	156	0.799	48.1	44.2	44.2	55.8	38
b1572	129	0.682	46.5	51.2	37.2	51.2	41.6
b1573	219	0.725	47.9	56.2	37	50.7	51.7
b1575	189	0.63	36	42.9	38.1	27	42
b1576	192	0.655	43.2	57.8	34.4	37.5	33.1
b4534	111	0.651	42.3	45.9	40.5	40.5	34.5
b1580	1020	0.717	44.9	56.2	40	38.5	48.3
b1581	1215	0.714	50.7	58	40.5	53.6	49.2
b1582	327	0.694	51.7	48.6	47.7	58.7	41.5
b1583	342	0.688	51.2	55.3	43	55.3	39.3
b1584	561	0.73	46.9	61	29.4	50.3	45.5
b1585	711	0.689	43.7	52.7	36.3	42.2	53.5
b1586	306	0.679	56.2	59.8	50	58.8	41.1
b1587	2427	0.718	50.8	55.4	43.5	53.4	48.9
b1588	2424	0.675	51.2	56.2	43.6	53.8	52.1
b1589	618	0.71	52.9	57.3	46.1	55.3	47.6
b1590	855	0.625	52.6	57.9	44.9	55.1	50.3
b1591	615	0.73	53.3	63.4	44.9	51.7	48.9
b1592	1257	0.659	54.3	57.8	47.7	57.3	53.1
b1593	696	0.692	52.2	62.9	40.5	53	51.6
b1594	1221	0.707	52.3	62.7	37.8	56.3	47.2
b1595	894	0.68	52.7	66.1	40.6	51.3	48.1
b1596	1254	0.694	53	49.3	49	60.5	50.6
b1597	309	0.672	51.1	62.1	51.5	39.8	49
b4601	84	0.779	42.9	42.9	35.7	50	42.6
b1598	822	0.693	52.1	59.5	48.9	47.8	51.2
b1599	330	0.69	51.5	55.5	42.7	56.4	47.4
b1600	366	0.756	42.3	42.6	38.5	45.9	40
b1601	1035	0.689	50.2	55.1	35.1	60.6	47.9
b1602	1389	0.734	52.6	58.7	40	59.2	43
b1603	1533	0.743	52.4	59.5	42.3	55.6	46.5
b1604	945	0.732	51.1	59.4	43.8	50.2	40
b1605	1383	0.743	53.5	57.3	42.5	60.7	45.1
b1606	723	0.733	50.9	60.6	41.1	51	45.8
b1607	336	0.701	47.3	47.3	41.1	53.6	41
b1608	720	0.694	49.3	57.9	38.3	51.7	56.2
b1609	1302	0.711	50.7	59.9	37.1	55.1	50.3
b1610	930	0.683	50.8	63.5	34.5	54.2	56.6
b1611	1404	0.721	53.8	60.9	41.9	58.5	49.1
b1612	1647	0.742	51.5	60.7	39.5	54.5	45.2
b1613	1176	0.771	50.8	59.7	38.5	54.1	41.6
b1614	1509	0.741	49	56.7	36.2	54.3	46.2
b1615	1266	0.677	47.2	52.1	46.4	42.9	48.3
b1616	1374	0.724	51.8	52.4	41.7	61.4	43.6
b1617	1812	0.736	52.3	59.4	38.7	58.6	45.1
b1618	591	0.69	50.9	56.3	40.1	56.3	59.1
b1619	768	0.691	47.3	57.8	42.6	41.4	49.1
b1620	1029	0.651	53.9	62.4	47.5	51.9	53.1
b1621	1593	0.734	52.7	56.1	40.9	61.2	43.8
b1622	1173	0.71	51	56	42.5	54.5	52.1
b1623	1002	0.717	53.9	68	41.6	52.1	46.9
b1624	1041	0.697	53.3	64	42.7	53.3	49.8
b4409	126	0.603	42.9	59.5	31	38.1	61
b1625	216	0.694	47.2	58.3	29.2	54.2	50.3
b1626	441	0.653	48.8	46.3	46.9	53.1	49.5
b1627	582	0.709	51.5	54.1	37.1	63.4	44
b1628	579	0.732	54.6	60.1	46.1	57.5	47.8
b1629	2223	0.71	55.4	68.6	46.2	51.4	46.4
b1630	1059	0.69	52.6	55.8	45.3	56.7	48.3
b1631	621	0.692	53.1	62.8	44.9	51.7	49.6
b1632	696	0.711	52.7	56.9	44.4	56.9	50.6
b1633	636	0.687	49.2	57.1	38.7	51.9	54.8
b1634	1503	0.729	51.6	55.9	40.3	58.7	38.8
b1635	606	0.705	50.5	58.9	36.1	56.4	52.7
b1636	864	0.742	53	66	38.9	54.2	43.9
b1637	1275	0.766	51.5	57.9	37.2	59.5	42.4
b1638	657	0.743	51.9	62.6	38.8	54.3	42.8
b1639	330	0.74	45.8	51.8	32.7	52.7	40.5
b1640	1110	0.665	54.6	65.9	46.5	51.4	54.3
b1641	468	0.696	51.3	64.7	45.5	43.6	35.8
b1642	435	0.663	48.3	60.7	36.6	47.6	58.1
b1643	237	0.657	48.9	53.2	36.7	57	59.5
b1644	858	0.683	50.2	58.7	41.3	50.7	52.1
b1645	2013	0.68	52.8	57.1	45.9	55.3	51.3
b1646	522	0.711	52.9	66.7	44.8	47.1	42.7
b1647	897	0.742	52.4	64.9	38.8	53.5	43.4
b1648	240	0.683	51.7	58.8	46.2	50	58.2
b1649	600	0.72	52.3	62.5	39.5	55	52.8
b1650	1098	0.749	53.5	65	47.8	47.5	44.9
b1651	408	0.804	51.5	61	38.2	55.1	34.5
b1652	648	0.732	54.2	61.6	43.1	57.9	47.7
b1653	4617	0.666	56.9	67.1	47.7	55.9	51.3
b1654	348	0.794	52.6	61.2	38.8	57.8	40.5
b1655	816	0.72	47.8	47.4	48.5	47.4	49.8
b1656	582	0.754	50.2	54.1	43.8	52.6	39.7
b1657	1170	0.702	53.3	56.9	47.2	55.9	48.8
b4602	90	0.652	50	50	40	60	61
b1658	1026	0.761	53.8	60.2	41.5	59.6	44
b1659	933	0.677	53.7	61.4	44.7	55	55
b1660	1212	0.71	53.4	57.7	46	56.4	47
b1661	1149	0.731	48	55.9	37.3	50.7	48.2
b1662	642	0.731	47.5	55.6	37.4	49.5	45.6
b1663	1374	0.712	53	59.2	42.6	57.2	47.1
b1664	1257	0.662	51.4	61.3	43	49.9	55.2
b1667	306	0.611	44.8	60.8	33.3	40.2	52.4
b1668	1605	0.65	47.9	60.7	37	45.8	57.2
b1669	813	0.679	52.9	59.4	49.4	49.8	44.4
b1670	786	0.696	49.2	56.1	38.2	53.4	55.4
b1671	669	0.696	50.4	53.8	45.3	52	60.7
b1672	648	0.698	52.3	59.7	37.5	59.7	52
b1673	2103	0.708	48	52.8	41.9	49.2	49.9
b1674	627	0.72	49.4	47.4	49.8	51.2	53.7
b1675	210	0.701	46.7	61.4	32.9	45.7	44.8
b1676	1413	0.741	49.9	59	37.8	52.9	35
b1677	237	0.685	50.6	59.5	39.2	53.2	28.8
b1678	1005	0.635	51.8	60.9	46.6	48.1	51
b1679	417	0.756	48.7	58.3	36	51.8	48.1
b1680	1221	0.718	54.9	62.7	40.8	61.2	47.2
b1681	1272	0.733	53.3	62	38.9	59	43.3
b1682	747	0.728	50.5	60.2	33.7	57.4	47
b1683	1488	0.754	51.5	53.6	41.7	59.3	46.5
b1684	369	0.712	53.4	63.4	37.4	59.3	54.3
b1685	189	0.663	44.4	61.9	34.9	36.5	39.9
b1686	411	0.658	51.6	59.1	43.1	52.6	56.5
b1687	3057	0.717	53.8	61.8	41.1	58.5	47.6
b1688	1113	0.721	54.9	60.4	42	62.3	46.9
b1689	357	0.666	45.7	53.8	36.1	47.1	57.2
b1690	1215	0.676	44.9	44.7	43.5	46.7	50.1
b1691	1266	0.689	45.3	45.7	38.4	51.9	55.4
b1692	867	0.718	47.8	55	38.4	49.8	55.4
b1693	759	0.733	50.5	58.9	38.7	53.8	46.6
b1694	1596	0.699	47.5	59	38.9	44.5	50.2
b1695	1152	0.758	51.9	56.5	40.4	58.9	42.4
b1696	912	0.716	42	50	36.5	39.5	54.4
b1697	765	0.716	51.4	64.3	35.7	54.1	46.4
b1698	939	0.737	53.6	63.9	40.9	55.9	47.6
b1699	1290	0.704	54.7	64.4	41.4	58.1	48.7
b1700	294	0.736	48	55.1	35.7	53.1	61
b1701	1701	0.706	49.9	58.7	42.2	48.7	49.3
b1702	2379	0.756	54.6	62.7	39.1	62.2	40.6
b1703	834	0.71	51.3	59	37.8	57.2	51.7
b1704	1047	0.708	53.1	59.3	43.6	56.4	49.7
b1705	192	0.671	50.5	54.7	42.2	54.7	50.8
b1706	1437	0.686	52.8	61.4	43.8	53.2	48.2
b1707	714	0.665	42.3	50.8	33.2	42.9	56.3
b1708	465	0.698	49.7	53.5	42.6	52.9	55.1
b1709	750	0.659	55.2	65.6	44.4	55.6	52.8
b1710	552	0.767	49.5	54.3	37.5	56.5	44.5
b1711	981	0.646	55.5	60.9	47.7	57.8	53.3
b1712	300	0.662	50	61	37	52	58.8
b1713	2388	0.762	54.4	66.8	39.2	57	39
b1714	984	0.772	53.9	62.2	39.6	59.8	39.7
b1715	45	0.773	35.6	20	40	46.7	36.9
b1716	357	0.711	48.2	60.5	42	42	36.9
b1717	198	0.765	50	54.5	42.4	53	31.4
b1718	543	0.682	48.6	61.9	32.6	51.4	52
b1719	1929	0.73	49.6	59.1	35.5	54.1	44.4
b4535	108	0.67	48.1	47.2	41.7	55.6	42.6
b1722	759	0.701	49.4	51	48.6	48.6	52.7
b1723	930	0.674	54.1	65.2	44.5	52.6	52.9
b1724	291	0.643	43.3	46.4	37.1	46.4	43.2
b1725	861	0.706	51.9	64.1	42.2	49.5	53.1
b1726	537	0.686	43.9	49.2	32.4	50.3	53
b1727	669	0.688	51.7	65	41.7	48.4	47.2
b1728	591	0.651	51.3	56.9	41.6	55.3	60.5
b1729	1392	0.745	52.4	59.7	40.9	56.7	40.4
b1730	804	0.615	35.1	40.7	33.2	31.3	56.8
b1731	243	0.712	52.3	61.7	42	53.1	47.9
b1732	2262	0.715	52.1	62.3	41	52.9	46.7
b1733	750	0.703	51.5	59.6	40.4	54.4	45.3
b1734	1353	0.742	46.8	57.4	33.3	49.7	46.2
b1735	843	0.741	41.5	45.9	31.7	47	49.6
b1736	351	0.743	49.9	64.1	30.8	54.7	45.3
b1737	1359	0.721	49.2	52.1	41.1	54.5	45.9
b1738	321	0.757	43.9	57	34.6	40.2	43.6
b1739	339	0.715	49.6	56.6	43.4	48.7	47.4
b1740	828	0.728	49.5	60.9	37.7	50	46.9
b1741	888	0.675	51.6	62.2	43.9	48.6	51.7
b1742	576	0.733	51.9	54.2	42.7	58.9	56.4
b1743	486	0.757	50.8	59.3	37	56.2	37.7
b1744	969	0.683	53.4	62.5	43.7	53.9	51.6
b1745	1344	0.721	55.6	66.3	41.1	59.4	50.7
b1746	1479	0.708	58.1	64.5	49.5	60.2	49.9
b1747	1035	0.74	56	61.7	42	64.3	44.4
b1748	1221	0.758	55	62.7	45	57.5	46.7
b1749	807	0.772	53.4	61	37.5	61.7	43.8
b1750	711	0.684	48.1	52.7	38.8	52.7	49.4
b1751	678	0.738	48.4	55.3	41.2	48.7	39.2
b1752	708	0.724	51.6	48.7	44.1	61.9	47.5
b1753	549	0.705	56.3	62.8	47.5	58.5	44.1
b1754	1167	0.702	56.4	63.2	47.3	58.6	48.1
b1755	1536	0.695	56.8	59.2	45.3	65.8	48.4
b1756	654	0.636	51.1	64.7	40.4	48.2	57.8
b1757	1308	0.711	53.5	60.6	45	55	44.5
b1758	621	0.698	53.5	58.9	43.5	58	51.4
b1759	408	0.711	54.9	71.3	41.2	52.2	57.2
b1760	273	0.659	50.5	62.6	42.9	46.2	61
b1761	1344	0.725	53.3	63.8	41.5	54.5	43.8
b1762	1041	0.646	41.3	45.2	36.9	41.8	58.2
b1763	1962	0.715	55.1	64.7	41.9	58.9	45.8
b1764	1044	0.742	55	60.9	45.1	58.9	46.4
b1765	552	0.702	56	63.6	47.3	57.1	42.6
b1766	1857	0.733	51.8	58.2	42.8	54.3	43.9
b1767	1017	0.729	51.1	60.2	39.8	53.4	44.1
b1768	642	0.701	53.1	63.1	41.1	55.1	49.3
b1769	1359	0.643	45.1	47	40.6	47.7	57.6
b1770	759	0.69	42.3	48.2	34.8	43.9	52.8
b1771	981	0.659	47.8	57.2	39.4	46.8	55.1
b1772	948	0.688	45.4	52.8	38.9	44.3	51.5
b1773	837	0.735	45.4	57.3	36.6	42.3	46.9
b1774	1044	0.719	46.7	57.5	38.8	44	46.9
b1775	1380	0.662	49.2	51.7	44.8	51.1	49.4
b1776	1077	0.711	49.8	59.1	39.3	51	50.1
b1777	273	0.722	45.1	51.6	28.6	54.9	47.6
b1778	414	0.737	48.6	53.6	42	50	53.5
b1779	996	0.705	50	57.2	40.4	52.4	27.9
b1780	885	0.757	49.8	61	39.3	49.2	45.3
b1781	855	0.653	50.5	62.1	40.7	48.8	51.1
b1782	747	0.757	52.2	53.4	44.6	58.6	39.1
b1783	1935	0.712	50.1	56.1	34.9	59.4	49.7
b1784	1284	0.755	49.1	58.4	36.4	52.6	46
b1785	1476	0.697	38.5	41.7	30.9	42.9	54.8
b1786	1491	0.711	46	52.1	34.4	51.5	51.8
b1787	504	0.676	51.4	64.3	41.1	48.8	47.6
b1788	105	0.638	42.9	48.6	28.6	51.4	45.7
b1789	447	0.701	54.8	57.7	43	63.8	35.7
b1790	822	0.627	49.9	56.9	43.8	48.9	58.3
b1791	1182	0.65	52.7	55.8	50.5	51.8	54.6
b1792	348	0.74	52.6	62.9	37.1	57.8	41.1
b1793	255	0.693	52.5	57.6	49.4	50.6	61
b1794	1026	0.716	48.1	58.8	36	49.4	50.7
b4676	99	0.677	42.4	48.5	42.4	36.4	42.7
b4675	75	0.631	42.7	40	36	52	20
b1795	249	0.677	46.2	48.2	38.6	51.8	45.2
b1796	183	0.745	45.9	52.5	37.7	47.5	43
b1797	360	0.62	48.3	60.8	36.7	47.5	47.6
b1798	639	0.708	45.2	46.9	38	50.7	50.4
b1799	924	0.748	52.4	63	38.6	55.5	45.9
b1800	1086	0.717	53.7	59.7	43.1	58.3	48
b1801	1446	0.714	51.2	53.1	42.9	57.7	46.1
b1802	1125	0.781	51.7	56.8	38.7	59.7	41.7
b1803	966	0.708	50.1	59.9	40.4	50	54.4
b1804	1128	0.735	54.1	60.9	41.2	60.1	48.4
b1805	1686	0.738	51.2	61.2	35.6	56.8	47.2
b1806	582	0.681	53.6	62.9	46.4	51.5	48.3
b1807	696	0.686	55.6	64.2	46.1	56.5	46.5
b1808	1911	0.705	55.2	62	42.2	61.4	48.1
b1809	345	0.759	51.6	57.4	37.4	60	45.7
b1810	300	0.635	44.7	53	43	38	55.6
b1811	180	0.676	56.1	71.7	36.7	60	51.3
b1812	1362	0.724	51	61	40.5	51.3	48.4
b1813	579	0.675	54.9	69.4	43.5	51.8	52
b1814	1365	0.753	54	62.4	42	57.6	41.5
b1815	1599	0.695	50.5	60	39.4	52.2	49.5
b1816	1557	0.733	53.9	64.7	36.8	60.1	41.7
b4751	210	0.735	46.7	37.1	52.9	50	46.4
b1817	972	0.705	50.3	62.7	38.6	49.7	44.1
b1818	801	0.701	51.6	59.9	40.1	54.7	38.3
b1819	852	0.693	52.7	59.5	40.5	58.1	42.2
b1820	459	0.665	45.1	48.4	30.7	56.2	55.3
b1821	567	0.684	51.7	56.6	43.9	54.5	44.2
b1822	810	0.691	51.4	61.5	43	49.6	53.7
b1823	210	0.696	46.7	54.3	37.1	48.6	37.5
b1824	144	0.72	42.4	41.7	39.6	45.8	47.9
b1825	288	0.701	43.4	58.3	29.2	42.7	51.2
b1826	144	0.72	46.5	50	29.2	60.4	61
b4536	240	0.635	43.8	43.8	42.5	45	49.7
b1827	792	0.742	49.7	57.2	36.7	55.3	46.3
b1828	1374	0.659	52.3	56.8	46.7	53.5	51.7
b1829	882	0.727	53.5	58.5	41.2	60.9	39.9
b1830	2049	0.735	50.4	58.9	37.3	54.9	45.5
b1831	699	0.687	52.9	67.4	44.2	47.2	55.5
b1832	498	0.675	49.2	60.2	36.7	50.6	50.4
b1833	1284	0.679	50.1	54.2	41.8	54.2	51
b1834	2634	0.713	53.6	61.5	42.1	57.3	46.3
b1835	1440	0.7	51.8	60.6	44	50.8	50.8
b1836	237	0.665	48.5	58.2	45.6	41.8	41
b1837	192	0.709	45.8	59.4	32.8	45.3	50.5
b1838	657	0.714	47.8	62.1	37.9	43.4	54.6
b1839	342	0.695	45.9	53.5	39.5	44.7	41.8
b1840	873	0.661	53.2	56.7	42.6	60.1	50.7
b1841	375	0.664	49.9	54.4	45.6	49.6	54.1
b1842	231	0.714	48.5	62.3	33.8	49.4	49.4
b1843	657	0.693	52.1	60.7	49.3	46.1	47.5
b1844	663	0.745	51.9	52.9	42.1	60.6	50.4
b1845	2061	0.731	49.8	57.9	39.2	52.4	48.3
b1846	660	0.718	52.7	67.3	40.9	50	48.4
b1847	357	0.718	49.3	58.8	42.9	46.2	52.2
b1848	291	0.714	49.5	62.9	36.1	49.5	42.5
b1849	1179	0.687	53.8	69	42.5	49.9	47.4
b1850	642	0.737	56.2	65.4	45.8	57.5	36.2
b1851	1812	0.719	53.6	63.6	43.7	53.6	46
b1852	1476	0.756	51.7	59.8	38.6	56.7	44.9
b1853	870	0.704	49	57.2	38.3	51.4	51.7
b1854	1443	0.728	52.8	62.4	41.6	54.5	46
b1855	972	0.714	51.5	60.2	41.4	53.1	47
b1856	1323	0.727	52.5	62.6	43.5	51.2	45.9
b1857	933	0.643	49.1	62.7	39.2	45.3	58.2
b1858	756	0.69	49.2	65.1	37.7	44.8	49.9
b1859	786	0.725	51.9	56.5	41.2	58	43.3
b1860	1011	0.737	52.7	65	41.2	51.9	47.3
b1861	612	0.743	53.3	63.7	39.7	56.4	48.6
b4677	66	0.597	19.7	22.7	13.6	22.7	34.1
b1862	603	0.645	44.1	51.2	41.3	39.8	59.1
b1863	522	0.762	55.9	63.2	41.4	63.2	47.2
b1864	741	0.758	52.2	62.8	43.7	50.2	34.8
b1865	453	0.687	52.5	61.6	39.7	56.3	54.3
b1866	1773	0.766	53.8	64	39.1	58.2	36.7
b1867	567	0.715	53.1	60.8	45	53.4	42.9
b1868	819	0.67	51	61.5	42.5	49.1	55.5
b1869	396	0.779	50.8	53.8	37.9	60.6	41.2
b1870	744	0.769	50.7	58.1	37.5	56.5	45.4
b1871	972	0.753	52.1	61.7	38.6	55.9	45.3
b1872	2430	0.763	51.3	57.7	42.8	53.5	44
b1873	1101	0.691	47.4	54.5	41.4	46.3	56.4
b1874	747	0.671	51.9	63.5	44.2	48.2	52.4
b1875	567	0.711	50.8	59.3	42.9	50.3	52.6
b1876	1734	0.743	53.3	65.7	36.3	57.8	41.3
b1877	489	0.671	38.9	49.7	33.1	33.7	55.3
b1878	393	0.604	52.7	58	52.7	47.3	57.2
b1879	2079	0.697	54.9	63.8	39.1	61.8	47.9
b1880	1149	0.689	54.9	64.8	39.9	60.1	48
b1881	645	0.709	53.5	66	37.2	57.2	50.1
b1882	390	0.706	49.2	56.9	33.8	56.9	52.2
b1883	1050	0.706	54.3	61.1	43.1	58.6	47.9
b1884	861	0.7	54.2	60.3	41.8	60.6	46.7
b1885	1602	0.726	53.6	59	42.9	58.8	47.6
b1886	1662	0.722	52.8	60.3	43.3	54.7	48.8
b1887	504	0.716	52	61.3	33.9	60.7	44.7
b1888	1965	0.699	53.1	63.5	38	57.9	49.9
b1889	927	0.689	53.2	60.2	42.7	56.6	50.5
b1890	888	0.699	51.4	59.1	39.9	55.1	50.2
b1891	579	0.718	49.1	56	43	48.2	47.2
b1892	351	0.702	46.4	54.7	32.5	52.1	42.4
b1893	504	0.664	54.6	57.7	39.9	66.1	46
b1894	276	0.672	52.9	50	54.3	54.3	46.6
b1895	429	0.687	45	54.5	35.7	44.8	57.4
b1896	1425	0.689	49.2	61.1	37.7	48.8	51.5
b1897	801	0.666	50.6	62.2	43.4	46.1	50.9
b4460	987	0.722	51.2	52	43.8	57.8	48.2
b1900	1515	0.72	52.3	61.6	39.2	56	47.8
b1901	990	0.765	51.8	59.4	39.4	56.7	41.6
b1902	504	0.733	47.8	58.3	32.7	52.4	42.7
b4537	252	0.685	48.4	61.9	31	52.4	46.8
b4663	87	0.706	39.1	31	27.6	58.6	26.7
b1904	324	0.687	50.3	57.4	44.4	49.1	61
b1905	498	0.786	42.8	51.8	29.5	47	39.1
b1906	240	0.745	47.1	55	43.8	42.5	48.1
b1907	1212	0.721	51.2	56.2	43.3	54.2	51.2
b1908	666	0.711	53	61.3	39.2	58.6	51.4
b1912	549	0.689	52.5	54.6	43.7	59	50.9
b1913	1833	0.734	51.7	61	39.4	54.7	46.3
b1914	657	0.649	49.8	57.5	39.3	52.5	55.7
b4752	177	0.636	34.5	32.2	30.5	40.7	61
b1915	225	0.706	48	57.3	33.3	53.3	46.2
b1916	723	0.727	46.7	51	36.5	52.7	54.5
b1917	753	0.696	54.3	64.9	38.6	59.4	48.7
b1918	669	0.745	52.8	53.4	43.5	61.4	41.8
b1919	987	0.719	54	66.3	41.3	54.4	48.2
b1920	801	0.782	49.8	62.9	36.3	50.2	36.6
b1921	552	0.714	46.6	51.6	36.4	51.6	53.3
b1922	720	0.681	54.2	69.2	35.8	57.5	48.9
b1923	1497	0.699	47.5	52.9	45.7	43.9	42.2
b1924	1407	0.742	52.2	45.2	48.8	62.7	47.4
b1925	411	0.73	49.9	56.2	35	58.4	42.3
b1926	366	0.751	51.6	62.3	30.3	62.3	40.7
b1927	1488	0.757	49.8	58.9	35.1	55.4	46
b1928	414	0.734	57	62.3	44.2	64.5	42
b1929	1206	0.753	54.9	54.7	46.3	63.7	45.1
b1930	234	0.751	48.3	59	33.3	52.6	46.8
b1931	669	0.67	51.9	65	45.7	44.8	55.1
b1932	480	0.682	47.1	57.5	41.2	42.5	52.1
b1937	315	0.725	54	61	41.9	59	42.8
b1938	1659	0.728	54.6	65.5	42.7	55.7	45.6
b1939	996	0.774	55.6	66	34.6	66.3	39.8
b1940	687	0.672	57.1	72.9	40.6	57.6	48.4
